X1,X2,X3,X4,X5
1.13,1.14,0.91,0.73,0.62
1.13,1.12,0.86,0.70,0.63
1.13,1.09,0.83,0.68,0.64
1.14,1.05,0.80,0.66,0.68
1.14,1.00,0.77,0.65,0.73
1.14,0.95,0.75,0.63,0.78
1.14,0.91,0.73,0.62,0.84
1.12,0.86,0.70,0.63,0.90
1.09,0.83,0.68,0.64,0.95
1.05,0.80,0.66,0.68,1.00
1.00,0.77,0.65,0.73,1.04
0.95,0.75,0.63,0.78,1.07
0.91,0.73,0.62,0.84,1.10
0.86,0.70,0.63,0.90,1.12
0.83,0.68,0.64,0.95,1.14
0.80,0.66,0.68,1.00,1.15
0.77,0.65,0.73,1.04,1.16
0.75,0.63,0.78,1.07,1.17
0.73,0.62,0.84,1.10,1.18
0.70,0.63,0.90,1.12,1.19
0.68,0.64,0.95,1.14,1.20
0.66,0.68,1.00,1.15,1.22
0.65,0.73,1.04,1.16,1.24
0.63,0.78,1.07,1.17,1.26
0.62,0.84,1.10,1.18,1.26
0.63,0.90,1.12,1.19,1.26
0.64,0.95,1.14,1.20,1.23
0.68,1.00,1.15,1.22,1.20
0.73,1.04,1.16,1.24,1.15
0.78,1.07,1.17,1.26,1.10
0.84,1.10,1.18,1.26,1.05
0.90,1.12,1.19,1.26,0.99
0.95,1.14,1.20,1.23,0.94
1.00,1.15,1.22,1.20,0.89
1.04,1.16,1.24,1.15,0.85
1.07,1.17,1.26,1.10,0.80
1.10,1.18,1.26,1.05,0.76
1.12,1.19,1.26,0.99,0.72
1.14,1.20,1.23,0.94,0.68
1.15,1.22,1.20,0.89,0.64
1.16,1.24,1.15,0.85,0.60
1.17,1.26,1.10,0.80,0.56
1.18,1.26,1.05,0.76,0.53
1.19,1.26,0.99,0.72,0.51
1.20,1.23,0.94,0.68,0.49
1.22,1.20,0.89,0.64,0.49
1.24,1.15,0.85,0.60,0.50
1.26,1.10,0.80,0.56,0.53
1.26,1.05,0.76,0.53,0.58
1.26,0.99,0.72,0.51,0.64
1.23,0.94,0.68,0.49,0.71
1.20,0.89,0.64,0.49,0.77
1.15,0.85,0.60,0.50,0.84
1.10,0.80,0.56,0.53,0.89
1.05,0.76,0.53,0.58,0.94
0.99,0.72,0.51,0.64,0.98
0.94,0.68,0.49,0.71,1.01
0.89,0.64,0.49,0.77,1.02
0.85,0.60,0.50,0.84,1.03
0.80,0.56,0.53,0.89,1.04
0.76,0.53,0.58,0.94,1.03
0.72,0.51,0.64,0.98,1.03
0.68,0.49,0.71,1.01,1.02
0.64,0.49,0.77,1.02,1.02
0.60,0.50,0.84,1.03,1.03
0.56,0.53,0.89,1.04,1.04
0.53,0.58,0.94,1.03,1.06
0.51,0.64,0.98,1.03,1.09
0.49,0.71,1.01,1.02,1.12
0.49,0.77,1.02,1.02,1.15
0.50,0.84,1.03,1.03,1.17
0.53,0.89,1.04,1.04,1.17
0.58,0.94,1.03,1.06,1.17
0.64,0.98,1.03,1.09,1.15
0.71,1.01,1.02,1.12,1.12
0.77,1.02,1.02,1.15,1.10
0.84,1.03,1.03,1.17,1.08
0.89,1.04,1.04,1.17,1.06
0.94,1.03,1.06,1.17,1.04
0.98,1.03,1.09,1.15,1.03
1.01,1.02,1.12,1.12,1.02
1.02,1.02,1.15,1.10,1.00
1.03,1.03,1.17,1.08,0.99
1.04,1.04,1.17,1.06,0.97
1.03,1.06,1.17,1.04,0.94
1.03,1.09,1.15,1.03,0.90
1.02,1.12,1.12,1.02,0.86
1.02,1.15,1.10,1.00,0.82
1.03,1.17,1.08,0.99,0.78
1.04,1.17,1.06,0.97,0.74
1.06,1.17,1.04,0.94,0.71
1.09,1.15,1.03,0.90,0.70
1.12,1.12,1.02,0.86,0.69
1.15,1.10,1.00,0.82,0.69
1.17,1.08,0.99,0.78,0.70
1.17,1.06,0.97,0.74,0.71
1.17,1.04,0.94,0.71,0.73
1.15,1.03,0.90,0.70,0.75
1.12,1.02,0.86,0.69,0.77
1.10,1.00,0.82,0.69,0.80
1.08,0.99,0.78,0.70,0.83
1.06,0.97,0.74,0.71,0.86
1.04,0.94,0.71,0.73,0.91
1.03,0.90,0.70,0.75,0.96
1.02,0.86,0.69,0.77,1.00
1.00,0.82,0.69,0.80,1.04
0.99,0.78,0.70,0.83,1.08
0.97,0.74,0.71,0.86,1.11
0.94,0.71,0.73,0.91,1.13
0.90,0.70,0.75,0.96,1.15
0.86,0.69,0.77,1.00,1.17
0.82,0.69,0.80,1.04,1.19
0.78,0.70,0.83,1.08,1.21
0.74,0.71,0.86,1.11,1.22
0.71,0.73,0.91,1.13,1.24
0.70,0.75,0.96,1.15,1.26
0.69,0.77,1.00,1.17,1.28
0.69,0.80,1.04,1.19,1.29
0.70,0.83,1.08,1.21,1.30
0.71,0.86,1.11,1.22,1.31
0.73,0.91,1.13,1.24,1.29
0.75,0.96,1.15,1.26,1.26
0.77,1.00,1.17,1.28,1.22
0.80,1.04,1.19,1.29,1.17
0.83,1.08,1.21,1.30,1.11
0.86,1.11,1.22,1.31,1.06
0.91,1.13,1.24,1.29,1.00
0.96,1.15,1.26,1.26,0.94
1.00,1.17,1.28,1.22,0.89
1.04,1.19,1.29,1.17,0.83
1.08,1.21,1.30,1.11,0.78
1.11,1.22,1.31,1.06,0.73
1.13,1.24,1.29,1.00,0.68
1.15,1.26,1.26,0.94,0.64
1.17,1.28,1.22,0.89,0.59
1.19,1.29,1.17,0.83,0.55
1.21,1.30,1.11,0.78,0.52
1.22,1.31,1.06,0.73,0.49
1.24,1.29,1.00,0.68,0.46
1.26,1.26,0.94,0.64,0.44
1.28,1.22,0.89,0.59,0.44
1.29,1.17,0.83,0.55,0.45
1.30,1.11,0.78,0.52,0.48
1.31,1.06,0.73,0.49,0.53
1.29,1.00,0.68,0.46,0.60
1.26,0.94,0.64,0.44,0.67
1.22,0.89,0.59,0.44,0.74
1.17,0.83,0.55,0.45,0.81
1.11,0.78,0.52,0.48,0.87
1.06,0.73,0.49,0.53,0.91
1.00,0.68,0.46,0.60,0.94
0.94,0.64,0.44,0.67,0.97
0.89,0.59,0.44,0.74,0.98
0.83,0.55,0.45,0.81,0.98
0.78,0.52,0.48,0.87,0.98
0.73,0.49,0.53,0.91,0.98
0.68,0.46,0.60,0.94,0.97
0.64,0.44,0.67,0.97,0.96
0.59,0.44,0.74,0.98,0.95
0.55,0.45,0.81,0.98,0.96
0.52,0.48,0.87,0.98,0.97
0.49,0.53,0.91,0.98,0.99
0.46,0.60,0.94,0.97,1.02
0.44,0.67,0.97,0.96,1.06
0.44,0.74,0.98,0.95,1.09
0.45,0.81,0.98,0.96,1.12
0.48,0.87,0.98,0.97,1.14
0.53,0.91,0.98,0.99,1.15
0.60,0.94,0.97,1.02,1.15
0.67,0.97,0.96,1.06,1.14
0.74,0.98,0.95,1.09,1.13
0.81,0.98,0.96,1.12,1.13
0.87,0.98,0.97,1.14,1.12
0.91,0.98,0.99,1.15,1.12
0.94,0.97,1.02,1.15,1.13
0.97,0.96,1.06,1.14,1.13
0.98,0.95,1.09,1.13,1.13
0.98,0.96,1.12,1.13,1.13
0.98,0.97,1.14,1.12,1.13
0.98,0.99,1.15,1.12,1.11
0.97,1.02,1.15,1.13,1.07
0.96,1.06,1.14,1.13,1.03
0.95,1.09,1.13,1.13,0.99
0.96,1.12,1.13,1.13,0.94
0.97,1.14,1.12,1.13,0.89
0.99,1.15,1.12,1.11,0.85
1.02,1.15,1.13,1.07,0.82
1.06,1.14,1.13,1.03,0.79
1.09,1.13,1.13,0.99,0.76
1.12,1.13,1.13,0.94,0.74
1.14,1.12,1.13,0.89,0.72
1.15,1.12,1.11,0.85,0.70
1.15,1.13,1.07,0.82,0.69
1.14,1.13,1.03,0.79,0.67
1.13,1.13,0.99,0.76,0.65
1.13,1.13,0.94,0.74,0.64
1.12,1.13,0.89,0.72,0.64
1.12,1.11,0.85,0.70,0.64
1.13,1.07,0.82,0.69,0.66
1.13,1.03,0.79,0.67,0.70
1.13,0.99,0.76,0.65,0.75
1.13,0.94,0.74,0.64,0.81
1.13,0.89,0.72,0.64,0.87
1.11,0.85,0.70,0.64,0.92
1.07,0.82,0.69,0.66,0.97
1.03,0.79,0.67,0.70,1.01
0.99,0.76,0.65,0.75,1.05
0.94,0.74,0.64,0.81,1.09
0.89,0.72,0.64,0.87,1.11
0.85,0.70,0.64,0.92,1.13
0.82,0.69,0.66,0.97,1.15
0.79,0.67,0.70,1.01,1.16
0.76,0.65,0.75,1.05,1.17
0.74,0.64,0.81,1.09,1.18
0.72,0.64,0.87,1.11,1.19
0.70,0.64,0.92,1.13,1.20
0.69,0.66,0.97,1.15,1.22
0.67,0.70,1.01,1.16,1.24
0.65,0.75,1.05,1.17,1.26
0.64,0.81,1.09,1.18,1.27
0.64,0.87,1.11,1.19,1.27
0.64,0.92,1.13,1.20,1.26
0.66,0.97,1.15,1.22,1.23
0.70,1.01,1.16,1.24,1.18
0.75,1.05,1.17,1.26,1.13
0.81,1.09,1.18,1.27,1.08
0.87,1.11,1.19,1.27,1.03
0.92,1.13,1.20,1.26,0.97
0.97,1.15,1.22,1.23,0.92
1.01,1.16,1.24,1.18,0.87
1.05,1.17,1.26,1.13,0.82
1.09,1.18,1.27,1.08,0.78
1.11,1.19,1.27,1.03,0.73
1.13,1.20,1.26,0.97,0.69
1.15,1.22,1.23,0.92,0.65
1.16,1.24,1.18,0.87,0.61
1.17,1.26,1.13,0.82,0.57
1.18,1.27,1.08,0.78,0.54
1.19,1.27,1.03,0.73,0.51
1.20,1.26,0.97,0.69,0.49
1.22,1.23,0.92,0.65,0.48
1.24,1.18,0.87,0.61,0.48
1.26,1.13,0.82,0.57,0.50
1.27,1.08,0.78,0.54,0.54
1.27,1.03,0.73,0.51,0.59
1.26,0.97,0.69,0.49,0.66
1.23,0.92,0.65,0.48,0.73
1.18,0.87,0.61,0.48,0.80
1.13,0.82,0.57,0.50,0.86
1.08,0.78,0.54,0.54,0.91
1.03,0.73,0.51,0.59,0.95
0.97,0.69,0.49,0.66,0.98
0.92,0.65,0.48,0.73,1.01
0.87,0.61,0.48,0.80,1.02
0.82,0.57,0.50,0.86,1.02
0.78,0.54,0.54,0.91,1.02
0.73,0.51,0.59,0.95,1.02
0.69,0.49,0.66,0.98,1.01
0.65,0.48,0.73,1.01,1.01
0.61,0.48,0.80,1.02,1.01
0.57,0.50,0.86,1.02,1.01
0.54,0.54,0.91,1.02,1.03
0.51,0.59,0.95,1.02,1.05
0.49,0.66,0.98,1.01,1.09
0.48,0.73,1.01,1.01,1.12
0.48,0.80,1.02,1.01,1.15
0.50,0.86,1.02,1.01,1.16
0.54,0.91,1.02,1.03,1.17
0.59,0.95,1.02,1.05,1.16
0.66,0.98,1.01,1.09,1.14
0.73,1.01,1.01,1.12,1.12
0.80,1.02,1.01,1.15,1.10
0.86,1.02,1.01,1.16,1.08
0.91,1.02,1.03,1.17,1.07
0.95,1.02,1.05,1.16,1.05
0.98,1.01,1.09,1.14,1.05
1.01,1.01,1.12,1.12,1.04
1.02,1.01,1.15,1.10,1.03
1.02,1.01,1.16,1.08,1.02
1.02,1.03,1.17,1.07,0.99
1.02,1.05,1.16,1.05,0.96
1.01,1.09,1.14,1.05,0.92
1.01,1.12,1.12,1.04,0.88
1.01,1.15,1.10,1.03,0.83
1.01,1.16,1.08,1.02,0.79
1.03,1.17,1.07,0.99,0.76
1.05,1.16,1.05,0.96,0.73
1.09,1.14,1.05,0.92,0.72
1.12,1.12,1.04,0.88,0.71
1.15,1.10,1.03,0.83,0.70
1.16,1.08,1.02,0.79,0.71
1.17,1.07,0.99,0.76,0.72
1.16,1.05,0.96,0.73,0.72
1.14,1.05,0.92,0.72,0.74
1.12,1.04,0.88,0.71,0.75
1.10,1.03,0.83,0.70,0.77
1.08,1.02,0.79,0.71,0.79
1.07,0.99,0.76,0.72,0.83
1.05,0.96,0.73,0.72,0.87
1.05,0.92,0.72,0.74,0.92
1.04,0.88,0.71,0.75,0.97
1.03,0.83,0.70,0.77,1.01
